"vendas","descontos","venda_líquida","qtd_unidades","lucro","custo_entrega","custo_implicito","prioridades_pedidos","categorias_produto","sub_categorias_produto","modo_entrega"
131.12,0.03,127.1864,11,-24.81,7.19,144.8064,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
29.12,0.08,26.7904,10,7.13,0.5,19.160400000000003,MEDIUM,OFFICE SUPPLIES,LABELS,REGULAR AIR
307.37,0.04,295.0752,47,-249.27,9.17,535.1752,LOW,OFFICE SUPPLIES,PAPER,EXPRESS AIR
1749.07,0.04,1679.1072,36,804.66,5.79,868.6572,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
37.9,0.08,34.867999999999995,14,-22.01,2.4,54.477999999999994,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
118.51,0.03,114.9547,21,-948.71,49.0,1014.6647,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
2055.98,0.0,2055.98,40,1016.86,5.86,1033.2599999999998,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
2317.65,0.0,2317.65,29,568.6,13.99,1735.0600000000004,LOW,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
336.25,0.0,336.25,36,25.95,4.82,305.48,HIGH,OFFICE SUPPLIES,PAPER,EXPRESS AIR
4987.73,0.08,4588.7116,41,-1867.97,70.2,6386.4816,LOW,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
3301.33,0.05,3136.2635,23,-307.46,36.09,3407.6335,MEDIUM,FURNITURE,BOOKCASES,DELIVERY TRUCK
126.95,0.06,119.333,28,45.87,0.99,72.47300000000001,MEDIUM,OFFICE SUPPLIES,LABELS,EXPRESS AIR
3329.27,0.05,3162.8065,22,350.0,16.01,2796.7965,CRITICAL,FURNITURE,TABLES,DELIVERY TRUCK
126.95,0.0,126.95,5,-4.17,8.18,122.94000000000001,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
2612.89,0.04,2508.3743999999997,25,490.99,10.12,2007.2643999999998,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
1146.992,0.07,1066.70256,47,-1643.74,45.51,2664.93256,LOW,FURNITURE,TABLES,DELIVERY TRUCK
504.6705,0.01,499.62379500000003,3,-800.89,4.2,1296.313795,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
199.24,0.07,185.2932,42,-84.26,4.72,264.83320000000003,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
1338.12,0.04,1284.5952,43,519.7,1.99,762.9051999999999,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
242.46,0.02,237.6108,44,9.3,2.99,225.3208,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
4001.4685,0.02,3921.4391299999997,22,884.91,3.0,3033.52913,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
954.57,0.03,925.9329,22,-380.9,34.2,1272.6329,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
607.77,0.04,583.4592,10,232.0,10.84,340.6192,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
1582.47,0.05,1503.3465,13,-205.02,56.14,1652.2265,MEDIUM,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
6.93,0.01,6.8607,2,-4.64,2.56,8.9407,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
2808.08,0.07,2611.5144,26,1054.82,5.81,1550.8844000000001,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
160.2335,0.04,153.82416,23,-85.13,5.03,233.92416,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
1761.4,0.09,1602.874,24,-1748.56,89.3,3262.134,HIGH,FURNITURE,TABLES,DELIVERY TRUCK
43.29,0.09,39.3939,8,-20.69,4.86,55.2239,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
41.7,0.03,40.449000000000005,6,-14.56,5.37,49.63900000000001,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
199.76,0.07,185.77679999999998,37,20.0,1.99,163.78679999999997,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
3872.87,0.03,3756.6839,23,565.34,30.0,3161.3439,HIGH,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
102.95,0.06,96.773,30,-175.86,7.49,265.14300000000003,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,EXPRESS AIR
356.72,0.07,331.74960000000004,9,12.61,1.99,317.1496,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
158.7,0.04,152.35199999999998,40,-196.8,7.5,341.652,HIGH,OFFICE SUPPLIES,LABELS,REGULAR AIR
62.54,0.02,61.2892,3,-30.74,13.18,78.8492,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
2750.107,0.0,2750.107,24,600.42,7.69,2141.997,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
1463.0965,0.0,1463.0965,14,162.67,2.5,1297.9265,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
246.3,0.02,241.37400000000002,38,-67.49,5.79,303.074,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
475.72,0.02,466.2056,22,-10.4,10.49,466.1156,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
123.91,0.09,112.7581,15,39.04,0.96,72.75810000000001,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
2841.4395,0.08,2614.12434,28,374.63,7.69,2231.8043399999997,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
65.81,0.01,65.1519,9,-15.44,5.19,75.4019,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
152.44,0.08,140.2448,20,-16.64,3.68,153.20479999999998,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
123.85,0.09,112.70349999999999,16,-71.44,6.5,177.6435,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
55.38,0.02,54.272400000000005,7,-25.95,7.37,72.8524,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
226.83,0.02,222.29340000000002,34,-92.05,6.6,307.7434,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
278.92,0.04,267.76320000000004,16,6.11,4.96,256.69320000000005,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
448.07,0.1,403.263,15,-141.02,8.65,535.633,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
38.29,0.06,35.992599999999996,20,-16.15,1.63,50.51259999999999,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
2564.45,0.01,2538.8055,32,650.73,13.99,1874.0855000000001,MEDIUM,OFFICE SUPPLIES,APPLIANCES,EXPRESS AIR
1079.19,0.07,1003.6467,12,46.8,39.61,917.2367,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
19.05,0.04,18.288,3,-14.81,6.72,26.378,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
1141.37,0.04,1095.7151999999999,32,-0.14,19.99,1075.8652,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
522.62,0.02,512.1676,37,34.52,4.51,473.1376,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
1449.301,0.06,1362.34294,48,432.38,1.25,928.71294,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
30.95,0.1,27.855,4,-16.48,6.22,38.115,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
46.4,0.08,42.688,16,-2.12,0.96,43.848,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
286.9,0.06,269.686,34,-36.63,2.38,303.936,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
72.0035,0.04,69.12336,4,-108.08,2.5,174.70336,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
120.3,0.01,119.097,20,20.38,1.2,97.517,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
822.3495,0.1,740.11455,8,-360.31,8.8,1091.62455,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR
89.41,0.01,88.5159,46,-21.49,0.76,109.24589999999999,HIGH,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
53.55,0.07,49.8015,7,-43.5,9.68,83.6215,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
1527.42,0.04,1466.3232,25,326.4,19.99,1119.9332,LOW,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
123.16,0.1,110.844,26,45.79,0.8,64.25399999999999,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
165.04,0.08,151.83679999999998,10,-66.59,13.18,205.24679999999998,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR
3633.03,0.09,3306.0573000000004,33,1440.27,9.07,1856.7173000000003,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1222.59,0.02,1198.1381999999999,29,501.99,1.99,694.1581999999999,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
2912.015,0.09,2649.93365,37,698.17,4.9,1946.8636499999998,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
81.9,0.08,75.348,12,-23.52,5.2,93.66799999999999,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
74.02,0.02,72.5396,14,-2.91,3.63,71.8196,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
1276.17,0.0,1276.17,22,564.22,6.79,705.1600000000001,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
823.13,0.0,823.13,41,384.51,1.49,437.13,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
569.61,0.02,558.2178,30,-48.44,4.0,602.6578,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
75.06,0.09,68.30460000000001,27,26.13,0.5,41.67460000000001,NOT SPECIFIED,OFFICE SUPPLIES,LABELS,REGULAR AIR
225.13,0.01,222.8787,46,-205.75,7.24,421.3887,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
121.73,0.01,120.51270000000001,23,-69.07,6.07,183.5127,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
2072.12,0.04,1989.2351999999998,49,365.23,8.99,1615.0151999999998,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,EXPRESS AIR
151.19,0.06,142.1186,33,-13.45,0.7,154.8686,NOT SPECIFIED,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
226.882,0.01,224.61318,2,-582.65,8.99,798.2731799999999,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
398.86,0.08,366.95120000000003,46,-26.45,5.6,387.8012,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
28.59,0.05,27.1605,5,-14.33,4.7,36.7905,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
109.18,0.09,99.3538,44,37.17,0.5,61.683800000000005,MEDIUM,OFFICE SUPPLIES,LABELS,REGULAR AIR
65.85,0.07,61.2405,19,3.9,0.98,56.3605,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,EXPRESS AIR
181.5,0.08,166.98,43,-6.24,2.5,170.72,CRITICAL,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
207.55,0.08,190.946,4,16.23,2.5,172.216,LOW,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
194.174,0.03,188.34878,11,-20.91,0.99,208.26878,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
49.23,0.01,48.7377,21,-77.71,4.77,121.67769999999999,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
657.94,0.09,598.7254,49,7.35,7.17,584.2054,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1270.73,0.08,1169.0716,19,-425.72,30.0,1564.7916,LOW,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
243.05,0.02,238.18900000000002,39,-70.85,5.35,303.689,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
1768.969,0.0,1768.969,31,341.1,5.99,1421.879,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR
210.06,0.08,193.2552,34,-135.0,7.37,320.8852,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
6325.65,0.02,6199.137,45,114.46,28.63,6056.047,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
763.85,0.09,695.1035,22,-126.6,7.53,814.1735000000001,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
1158.45,0.1,1042.605,29,267.16,4.5,770.9449999999999,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
12.59,0.02,12.3382,2,-5.92,0.5,17.758200000000002,LOW,OFFICE SUPPLIES,LABELS,REGULAR AIR
186.79,0.09,169.97889999999998,30,-88.6,6.35,252.22889999999998,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
31.18,0.0,31.18,4,-17.16,5.22,43.120000000000005,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
21.99,0.02,21.550199999999997,8,4.63,0.5,16.420199999999998,CRITICAL,OFFICE SUPPLIES,LABELS,REGULAR AIR
438.07,0.0,438.07,37,12.06,4.5,421.51,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,EXPRESS AIR
116.37,0.03,112.8789,19,-32.6,5.3,140.1789,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
2339.64,0.1,2105.676,35,-1916.71,69.0,3953.386,HIGH,FURNITURE,TABLES,REGULAR AIR
519.96,0.07,483.56280000000004,26,169.44,2.99,311.13280000000003,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
2951.438,0.0,2951.438,26,667.28,8.99,2275.1680000000006,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
50.19,0.08,46.1748,13,-64.39,6.83,103.7348,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
2568.71,0.1,2311.839,43,590.77,19.99,1701.0790000000002,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
4361.6985,0.05,4143.613575,26,1069.79,4.2,3069.6235750000005,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
184.35,0.07,171.44549999999998,22,11.95,1.99,157.50549999999998,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
6637.63,0.03,6438.5011,46,1487.94,17.85,4932.7111,NOT SPECIFIED,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
928.9055,0.06,873.17117,13,-23.93,2.79,894.31117,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
281.17,0.01,278.35830000000004,38,-78.37,6.05,350.67830000000004,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
194.65,0.05,184.91750000000002,10,-3.78,9.03,179.66750000000002,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
2022.18,0.09,1840.1838,20,594.44,21.26,1224.4838,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
351.06,0.02,344.0388,9,-306.32,35.0,615.3588,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
42.27,0.01,41.847300000000004,13,4.56,0.93,36.3573,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,EXPRESS AIR
154.45,0.09,140.5495,14,-2.31,3.37,139.4895,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
455.08,0.04,436.8768,5,27.8,19.99,389.0868,MEDIUM,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
239.49,0.04,229.9104,23,-159.35,12.52,376.7404,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
1819.153,0.02,1782.7699400000001,14,-35.5,8.99,1809.2799400000001,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
816.11,0.04,783.4656,43,66.14,9.54,707.7856,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
6785.86,0.05,6446.567,27,-740.07,62.74,7123.897,CRITICAL,FURNITURE,TABLES,DELIVERY TRUCK
127.16,0.1,114.44399999999999,20,-74.03,6.92,181.55399999999997,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
2580.67,0.1,2322.603,21,-1050.77,70.2,3303.1730000000002,CRITICAL,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
121.26,0.0,121.26,3,-12.52,7.5,126.28,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
955.46,0.03,926.7962,19,-79.05,6.5,999.3462,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
3236.8,0.08,2977.856,14,501.69,23.78,2452.386,LOW,FURNITURE,TABLES,DELIVERY TRUCK
1383.2,0.01,1369.368,18,-23.44,12.14,1380.668,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
1793.24,0.01,1775.3076,36,739.36,5.1,1030.8476,CRITICAL,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
143.667,0.09,130.73697,2,-363.55,1.25,493.03697,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
25.27,0.01,25.0173,5,-19.93,5.13,39.8173,MEDIUM,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
507.5605,0.04,487.25808,6,-258.23,4.9,740.58808,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
128.13,0.09,116.5983,42,32.53,0.99,83.0783,LOW,OFFICE SUPPLIES,LABELS,REGULAR AIR
441.8045,0.03,428.550365,8,-201.49,7.69,622.350365,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
835.11,0.0,835.11,31,213.79,8.99,612.33,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
54.52,0.01,53.9748,10,-20.57,4.72,69.82480000000001,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
10.17,0.02,9.9666,1,-4.09,2.04,12.0166,LOW,OFFICE SUPPLIES,PAPER,EXPRESS AIR
2632.4755,0.01,2606.150745,34,1325.82,3.3,1277.0307449999998,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
23.58,0.09,21.4578,4,-2.87,0.83,23.4978,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
1272.35,0.0,1272.35,12,297.57,7.18,967.5999999999999,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
4000.35,0.07,3720.3255,26,303.39,30.0,3386.9355,MEDIUM,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
1823.02,0.04,1750.0991999999999,19,80.8,39.61,1629.6892,LOW,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
74.02,0.04,71.05919999999999,26,8.13,0.7,62.229199999999985,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
2252.976,0.02,2207.9164800000003,13,-54.36,8.99,2253.2864800000007,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
495.32,0.05,470.554,5,-72.73,15.66,527.6239999999999,MEDIUM,OFFICE SUPPLIES,APPLIANCES,DELIVERY TRUCK
967.41,0.03,938.3877,26,26.64,19.99,891.7577,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
170.81,0.1,153.729,43,-133.68,5.17,282.23900000000003,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
520.13,0.1,468.11699999999996,29,127.55,5.21,335.35699999999997,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
926.65,0.01,917.3835,35,-75.38,5.89,986.8735,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
20.21,0.0,20.21,9,-5.14,1.49,23.860000000000003,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
143.1,0.01,141.66899999999998,23,36.75,1.49,103.42899999999997,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
795.52,0.08,731.8783999999999,36,290.64,1.99,439.24839999999995,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
126.36,0.02,123.8328,44,50.26,0.5,73.0728,MEDIUM,OFFICE SUPPLIES,LABELS,REGULAR AIR
496.62,0.07,461.8566,24,49.86,10.49,401.5066,MEDIUM,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
43.29,0.03,41.9913,4,-0.36,10.16,32.191300000000005,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
337.2035,0.09,306.855185,9,-120.93,4.99,422.795185,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
4726.595,0.05,4490.26525,31,1176.48,4.99,3308.7952500000006,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR
111.83,0.07,104.00189999999999,34,-92.16,3.97,192.19189999999998,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
77.01,0.02,75.4698,12,-19.04,4.96,89.5498,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
6552.9,0.1,5897.61,23,-461.45,54.12,6304.94,NOT SPECIFIED,FURNITURE,TABLES,DELIVERY TRUCK
209.63,0.01,207.53369999999998,35,43.53,1.2,162.8037,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
1991.8985,0.07,1852.465605,20,88.36,7.69,1756.4156050000001,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
316.99,0.04,304.3104,47,-276.54,8.37,572.4804,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
226.41,0.05,215.0895,34,-164.89,8.73,371.2495,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
10462.54,0.02,10253.289200000001,48,-1402.68,69.64,11586.329200000002,MEDIUM,FURNITURE,TABLES,DELIVERY TRUCK
1029.8855,0.06,968.0923700000001,6,-620.83,8.99,1579.93237,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR
299.94,0.06,281.9436,45,38.74,2.99,240.21359999999999,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
2799.7,0.04,2687.712,47,884.08,3.99,1799.6420000000003,MEDIUM,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
3780.16,0.1,3402.144,46,1265.82,14.0,2122.3239999999996,MEDIUM,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
149.31,0.06,140.3514,23,-98.42,7.81,230.96140000000003,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
53.01,0.08,48.7692,5,3.85,1.79,43.1292,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
44.64,0.03,43.3008,7,2.08,1.2,40.0208,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,EXPRESS AIR
1289.62,0.03,1250.9314,41,432.52,1.1,817.3114,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
313.52,0.05,297.844,48,-254.68,9.17,543.354,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
2587.53,0.02,2535.7794000000004,44,401.85,6.55,2127.3794000000003,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
312.26,0.08,287.2792,41,-10.38,4.71,292.9492,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
4152.55,0.03,4027.9735,40,813.33,24.49,3190.1535000000003,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
894.51,0.08,822.9492,43,294.21,1.99,526.7492,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
164.02,0.03,159.0994,23,-47.64,6.15,200.5894,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,EXPRESS AIR
136.81,0.01,135.4419,23,-30.51,3.6,162.3519,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
1784.048,0.05,1694.8456,31,394.45,3.99,1296.4056,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
4701.69,0.0,4701.69,26,1148.9,2.5,3550.2899999999995,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR
109.87,0.05,104.37650000000001,21,-98.17,7.54,195.00650000000002,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
816.65,0.09,743.1514999999999,37,-182.8,16.87,909.0815,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
55.68,0.1,50.112,7,-7.4,5.15,52.362,MEDIUM,OFFICE SUPPLIES,PAPER,EXPRESS AIR
14588.28,0.06,13712.9832,47,861.78,91.05,12760.1532,MEDIUM,OFFICE SUPPLIES,APPLIANCES,DELIVERY TRUCK
2675.08,0.07,2487.8244,27,489.58,24.49,1973.7544000000003,MEDIUM,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
22.85,0.07,21.250500000000002,8,0.88,0.99,19.380500000000005,MEDIUM,OFFICE SUPPLIES,LABELS,REGULAR AIR
280.45,0.1,252.40499999999997,47,-143.65,6.35,389.705,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
481.23,0.07,447.5439,50,-409.24,12.52,844.2639,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
265.39,0.1,238.851,41,-237.01,9.54,466.321,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
1482.01,0.02,1452.3698,46,709.33,1.49,741.5497999999999,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
56.5,0.02,55.37,8,-17.16,5.19,67.34,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
388.9,0.1,350.01,37,-37.11,4.5,382.62,CRITICAL,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
172.01,0.06,161.68939999999998,26,27.47,1.56,132.65939999999998,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,EXPRESS AIR
