"ship_id","modo_entrega","data_pedido"
SHP_6178,REGULAR AIR,2010-07-11
SHP_6179,DELIVERY TRUCK,2009-08-05
SHP_6180,REGULAR AIR,2009-08-05
SHP_6181,DELIVERY TRUCK,2009-06-03
SHP_6182,REGULAR AIR,2010-09-22
SHP_6183,REGULAR AIR,2009-09-29
SHP_6184,REGULAR AIR,2010-06-18
SHP_6185,REGULAR AIR,2011-02-07
SHP_6186,DELIVERY TRUCK,2011-12-15
SHP_6187,DELIVERY TRUCK,2011-02-21
SHP_6188,REGULAR AIR,2011-02-21
SHP_6189,REGULAR AIR,2010-12-21
SHP_6190,EXPRESS AIR,2010-12-26
SHP_6191,DELIVERY TRUCK,2009-11-21
SHP_6192,EXPRESS AIR,2010-01-12
SHP_6193,REGULAR AIR,2011-11-25
SHP_6194,REGULAR AIR,2010-06-26
SHP_6195,REGULAR AIR,2010-07-27
SHP_6196,REGULAR AIR,2012-02-12
SHP_6197,REGULAR AIR,2009-05-17
SHP_6198,REGULAR AIR,2009-05-18
SHP_6199,EXPRESS AIR,2009-05-15
SHP_6200,REGULAR AIR,2009-08-20
SHP_6201,EXPRESS AIR,2011-04-12
SHP_6202,REGULAR AIR,2011-04-11
SHP_6203,REGULAR AIR,2012-12-03
SHP_6204,REGULAR AIR,2012-12-02
SHP_6205,DELIVERY TRUCK,2009-01-18
SHP_6206,REGULAR AIR,2009-01-13
SHP_6207,REGULAR AIR,2012-02-26
SHP_6208,REGULAR AIR,2010-02-01
SHP_6209,REGULAR AIR,2012-03-08
SHP_6210,REGULAR AIR,2012-03-07
SHP_6211,REGULAR AIR,2010-05-17
SHP_6212,REGULAR AIR,2010-05-19
SHP_6213,REGULAR AIR,2009-08-02
SHP_6214,DELIVERY TRUCK,2011-02-17
SHP_6215,REGULAR AIR,2012-10-16
SHP_6216,REGULAR AIR,2012-05-12
SHP_6217,REGULAR AIR,2012-05-13
SHP_6218,REGULAR AIR,2010-09-26
SHP_6219,REGULAR AIR,2010-10-27
SHP_6220,DELIVERY TRUCK,2010-10-28
SHP_6221,REGULAR AIR,2009-11-10
SHP_6222,REGULAR AIR,2009-12-19
SHP_6223,EXPRESS AIR,2010-07-11
SHP_6224,DELIVERY TRUCK,2010-11-09
SHP_6225,EXPRESS AIR,2012-03-24
SHP_6226,REGULAR AIR,2012-03-25
SHP_6227,DELIVERY TRUCK,2009-10-04
SHP_6228,DELIVERY TRUCK,2009-12-15
SHP_6229,REGULAR AIR,2009-03-30
SHP_6230,EXPRESS AIR,2011-08-03
SHP_6231,REGULAR AIR,2011-02-23
SHP_6232,DELIVERY TRUCK,2011-02-23
SHP_6233,DELIVERY TRUCK,2010-05-11
SHP_6234,REGULAR AIR,2011-03-04
SHP_6235,REGULAR AIR,2012-10-08
SHP_6236,REGULAR AIR,2010-12-13
SHP_6237,REGULAR AIR,2010-12-20
SHP_6238,DELIVERY TRUCK,2012-02-13
SHP_6239,REGULAR AIR,2012-10-31
SHP_6240,REGULAR AIR,2010-09-02
SHP_6241,REGULAR AIR,2010-10-09
SHP_6242,REGULAR AIR,2012-03-16
SHP_6243,EXPRESS AIR,2012-03-17
SHP_6244,REGULAR AIR,2009-02-08
SHP_6245,REGULAR AIR,2009-04-30
SHP_6246,REGULAR AIR,2012-10-28
SHP_6247,REGULAR AIR,2012-05-22
SHP_6248,REGULAR AIR,2012-09-22
SHP_6249,REGULAR AIR,2012-01-14
SHP_6250,EXPRESS AIR,2009-04-24
SHP_6251,DELIVERY TRUCK,2009-09-05
SHP_6252,REGULAR AIR,2009-08-29
SHP_6253,REGULAR AIR,2012-05-30
SHP_6254,EXPRESS AIR,2012-05-21
SHP_6255,REGULAR AIR,2010-12-31
SHP_6256,REGULAR AIR,2011-01-02
SHP_6257,DELIVERY TRUCK,2009-02-13
SHP_6258,REGULAR AIR,2009-02-27
SHP_6259,REGULAR AIR,2012-08-07
SHP_6260,REGULAR AIR,2009-09-18
SHP_6261,REGULAR AIR,2011-12-20
SHP_6262,REGULAR AIR,2011-07-30
SHP_6263,REGULAR AIR,2011-08-04
SHP_6264,REGULAR AIR,2009-01-29
SHP_6265,REGULAR AIR,2009-01-30
SHP_6266,DELIVERY TRUCK,2012-11-05
SHP_6267,REGULAR AIR,2011-10-01
SHP_6268,REGULAR AIR,2011-09-30
SHP_6269,EXPRESS AIR,2010-04-12
SHP_6270,REGULAR AIR,2009-03-20
SHP_6271,DELIVERY TRUCK,2009-08-24
SHP_6272,REGULAR AIR,2010-11-15
SHP_6273,REGULAR AIR,2010-01-15
SHP_6274,DELIVERY TRUCK,2011-01-16
SHP_6275,REGULAR AIR,2011-01-10
SHP_6276,REGULAR AIR,2011-01-27
SHP_6277,REGULAR AIR,2010-03-28
SHP_6278,DELIVERY TRUCK,2012-08-24
SHP_6279,DELIVERY TRUCK,2010-05-24
SHP_6280,REGULAR AIR,2010-08-02
SHP_6281,DELIVERY TRUCK,2010-07-05
SHP_6282,REGULAR AIR,2010-07-06
SHP_6283,DELIVERY TRUCK,2012-12-10
SHP_6284,REGULAR AIR,2009-04-11
SHP_6285,REGULAR AIR,2010-08-14
SHP_6286,EXPRESS AIR,2009-07-14
SHP_6287,REGULAR AIR,2011-11-01
SHP_6288,DELIVERY TRUCK,2012-03-28
SHP_6289,EXPRESS AIR,2011-06-11
SHP_6290,REGULAR AIR,2012-11-14
SHP_6291,EXPRESS AIR,2009-05-17
SHP_6292,REGULAR AIR,2011-06-07
SHP_6293,REGULAR AIR,2011-02-22
SHP_6294,DELIVERY TRUCK,2011-02-21
SHP_6295,REGULAR AIR,2010-07-10
SHP_6296,REGULAR AIR,2010-07-09
SHP_6297,REGULAR AIR,2011-02-04
SHP_6298,REGULAR AIR,2011-02-03
SHP_6299,REGULAR AIR,2011-02-02
SHP_6300,REGULAR AIR,2011-01-31
SHP_6301,REGULAR AIR,2012-11-11
SHP_6302,EXPRESS AIR,2012-11-10
SHP_6303,DELIVERY TRUCK,2011-12-11
SHP_6304,DELIVERY TRUCK,2010-03-30
SHP_6305,EXPRESS AIR,2009-02-19
SHP_6306,REGULAR AIR,2009-05-28
SHP_6307,REGULAR AIR,2011-03-05
SHP_6308,DELIVERY TRUCK,2012-07-22
SHP_6309,DELIVERY TRUCK,2012-04-04
SHP_6310,REGULAR AIR,2012-04-04
SHP_6311,DELIVERY TRUCK,2012-04-29
SHP_6312,DELIVERY TRUCK,2010-04-03
SHP_6313,REGULAR AIR,2012-12-12
SHP_6314,REGULAR AIR,2011-12-11
SHP_6315,DELIVERY TRUCK,2011-12-12
SHP_6316,REGULAR AIR,2011-12-12
SHP_6317,REGULAR AIR,2011-05-01
SHP_6318,EXPRESS AIR,2010-10-20
SHP_6319,EXPRESS AIR,2010-06-26
SHP_6320,DELIVERY TRUCK,2010-06-28
SHP_6321,REGULAR AIR,2010-06-26
SHP_6322,REGULAR AIR,2012-01-14
SHP_6323,REGULAR AIR,2009-04-27
SHP_6324,EXPRESS AIR,2010-09-22
SHP_6325,REGULAR AIR,2011-07-07
SHP_6326,DELIVERY TRUCK,2010-04-02
SHP_6327,REGULAR AIR,2012-07-04
SHP_6328,REGULAR AIR,2011-04-20
SHP_6329,REGULAR AIR,2011-01-19
SHP_6330,REGULAR AIR,2010-12-30
SHP_6331,REGULAR AIR,2010-11-21
SHP_6332,REGULAR AIR,2010-11-19
SHP_6333,REGULAR AIR,2012-10-29
SHP_6334,REGULAR AIR,2009-01-08
SHP_6335,REGULAR AIR,2012-12-12
SHP_6336,EXPRESS AIR,2011-05-07
SHP_6337,REGULAR AIR,2009-08-30
SHP_6338,DELIVERY TRUCK,2010-11-07
SHP_6339,REGULAR AIR,2010-07-27
SHP_6340,REGULAR AIR,2009-07-17
SHP_6341,REGULAR AIR,2009-02-14
SHP_6342,REGULAR AIR,2009-02-09
SHP_6343,REGULAR AIR,2009-07-12
SHP_6344,EXPRESS AIR,2009-07-14
SHP_6345,REGULAR AIR,2009-10-31
SHP_6346,EXPRESS AIR,2011-03-15
SHP_6347,DELIVERY TRUCK,2010-01-20
SHP_6348,REGULAR AIR,2012-03-07
SHP_6349,DELIVERY TRUCK,2009-12-18
SHP_6350,REGULAR AIR,2010-05-27
SHP_6351,REGULAR AIR,2011-12-20
SHP_6352,REGULAR AIR,2009-05-27
SHP_6353,REGULAR AIR,2012-10-04
SHP_6354,REGULAR AIR,2012-10-03
SHP_6355,REGULAR AIR,2012-09-03
SHP_6356,REGULAR AIR,2010-06-10
SHP_6357,REGULAR AIR,2012-06-23
SHP_6358,REGULAR AIR,2012-09-16
SHP_6359,REGULAR AIR,2012-11-26
SHP_6360,REGULAR AIR,2012-06-13
SHP_6361,DELIVERY TRUCK,2012-11-03
SHP_6362,EXPRESS AIR,2011-11-29
SHP_6363,REGULAR AIR,2011-11-30
SHP_6364,REGULAR AIR,2011-12-11
SHP_6365,REGULAR AIR,2011-12-12
SHP_6366,REGULAR AIR,2010-11-01
SHP_6367,REGULAR AIR,2009-10-02
SHP_6368,REGULAR AIR,2010-04-08
SHP_6369,REGULAR AIR,2011-05-21
SHP_6370,REGULAR AIR,2011-05-22
SHP_6371,EXPRESS AIR,2011-05-21
SHP_6372,REGULAR AIR,2011-09-12
SHP_6373,REGULAR AIR,2011-10-20
SHP_6374,REGULAR AIR,2010-02-03
SHP_6375,DELIVERY TRUCK,2011-03-12
SHP_6376,REGULAR AIR,2010-03-11
SHP_6377,REGULAR AIR,2011-09-21
SHP_6378,REGULAR AIR,2010-08-04
SHP_6379,DELIVERY TRUCK,2010-09-24
SHP_6380,DELIVERY TRUCK,2011-07-09
SHP_6381,REGULAR AIR,2010-04-09
SHP_6382,REGULAR AIR,2012-01-27
SHP_6383,REGULAR AIR,2012-12-20
SHP_6384,REGULAR AIR,2009-04-01
SHP_6385,REGULAR AIR,2012-06-30
SHP_6386,REGULAR AIR,2012-01-12
SHP_6387,REGULAR AIR,2010-04-28
SHP_6388,REGULAR AIR,2011-10-05
SHP_6389,EXPRESS AIR,2011-04-01
SHP_6390,EXPRESS AIR,2010-09-25
SHP_6391,REGULAR AIR,2010-09-26
SHP_6392,REGULAR AIR,2009-07-10
SHP_6393,REGULAR AIR,2012-01-17
SHP_6394,REGULAR AIR,2012-01-16
SHP_6395,REGULAR AIR,2012-06-01
SHP_6396,DELIVERY TRUCK,2009-04-12
SHP_6397,EXPRESS AIR,2012-12-28
SHP_6398,DELIVERY TRUCK,2012-03-30
SHP_6399,REGULAR AIR,2012-10-04
SHP_6400,EXPRESS AIR,2012-10-04
SHP_6401,REGULAR AIR,2009-05-10
SHP_6402,DELIVERY TRUCK,2011-05-03
SHP_6403,REGULAR AIR,2010-06-22
SHP_6404,REGULAR AIR,2010-07-07
SHP_6405,REGULAR AIR,2011-09-28
SHP_6406,REGULAR AIR,2011-09-26
SHP_6407,REGULAR AIR,2011-10-03
SHP_6408,REGULAR AIR,2011-06-29
SHP_6409,DELIVERY TRUCK,2011-06-28
SHP_6410,REGULAR AIR,2010-06-06
SHP_6411,REGULAR AIR,2010-06-07
SHP_6412,REGULAR AIR,2009-09-24
SHP_6413,REGULAR AIR,2009-09-19
SHP_6414,REGULAR AIR,2009-01-10
SHP_6415,REGULAR AIR,2009-01-09
SHP_6416,REGULAR AIR,2010-05-05
SHP_6417,REGULAR AIR,2011-07-03
SHP_6418,DELIVERY TRUCK,2011-07-04
SHP_6419,REGULAR AIR,2009-11-05
SHP_6420,REGULAR AIR,2009-11-06
SHP_6421,DELIVERY TRUCK,2012-03-05
SHP_6422,REGULAR AIR,2012-03-05
SHP_6423,REGULAR AIR,2010-01-13
SHP_6424,REGULAR AIR,2009-02-17
SHP_6425,REGULAR AIR,2009-02-16
SHP_6426,EXPRESS AIR,2011-11-13
SHP_6427,REGULAR AIR,2011-11-14
SHP_6428,REGULAR AIR,2012-06-21
SHP_6429,DELIVERY TRUCK,2012-06-20
SHP_6430,REGULAR AIR,2009-05-13
SHP_6431,REGULAR AIR,2009-05-12
SHP_6432,REGULAR AIR,2009-05-11
SHP_6433,DELIVERY TRUCK,2012-08-07
SHP_6434,REGULAR AIR,2012-08-04
SHP_6435,REGULAR AIR,2011-08-20
SHP_6436,REGULAR AIR,2009-05-09
SHP_6437,EXPRESS AIR,2012-09-03
SHP_6438,REGULAR AIR,2009-01-11
SHP_6439,DELIVERY TRUCK,2012-10-20
SHP_6440,REGULAR AIR,2011-10-26
SHP_6441,REGULAR AIR,2011-02-13
SHP_6442,EXPRESS AIR,2011-02-12
SHP_6443,DELIVERY TRUCK,2012-03-30
SHP_6444,REGULAR AIR,2012-09-29
SHP_6445,EXPRESS AIR,2010-12-18
SHP_6446,REGULAR AIR,2010-08-04
SHP_6447,EXPRESS AIR,2010-08-04
SHP_6448,EXPRESS AIR,2009-04-07
SHP_6449,REGULAR AIR,2009-04-07
SHP_6450,REGULAR AIR,2011-11-11
SHP_6451,REGULAR AIR,2011-01-19
SHP_6452,REGULAR AIR,2012-03-28
SHP_6453,DELIVERY TRUCK,2012-11-19
SHP_6454,REGULAR AIR,2012-11-18
SHP_6455,REGULAR AIR,2012-03-05
SHP_6456,EXPRESS AIR,2009-12-19
SHP_6457,EXPRESS AIR,2009-07-06
SHP_6458,EXPRESS AIR,2012-11-29
SHP_6459,REGULAR AIR,2011-08-08
SHP_6460,DELIVERY TRUCK,2011-12-27
SHP_6461,REGULAR AIR,2011-12-27
SHP_6462,REGULAR AIR,2009-07-01
SHP_6463,REGULAR AIR,2009-07-03
SHP_6464,REGULAR AIR,2012-06-08
SHP_6465,EXPRESS AIR,2012-06-06
SHP_6466,REGULAR AIR,2010-03-01
SHP_6467,EXPRESS AIR,2009-09-07
SHP_6468,REGULAR AIR,2009-09-07
SHP_6469,REGULAR AIR,2010-01-15
SHP_6470,REGULAR AIR,2009-10-05
SHP_6471,REGULAR AIR,2011-06-05
SHP_6472,EXPRESS AIR,2011-06-05
SHP_6473,REGULAR AIR,2011-06-08
SHP_6474,DELIVERY TRUCK,2009-01-02
SHP_6475,DELIVERY TRUCK,2009-01-04
SHP_6476,REGULAR AIR,2009-01-09
SHP_6477,EXPRESS AIR,2010-02-23
SHP_6478,REGULAR AIR,2010-02-24
SHP_6479,REGULAR AIR,2010-01-08
SHP_6480,EXPRESS AIR,2009-08-18
SHP_6481,REGULAR AIR,2010-11-06
SHP_6482,DELIVERY TRUCK,2010-12-03
SHP_6483,REGULAR AIR,2009-12-02
SHP_6484,REGULAR AIR,2010-05-29
SHP_6485,DELIVERY TRUCK,2010-05-01
SHP_6486,REGULAR AIR,2009-09-06
SHP_6487,REGULAR AIR,2011-06-06
SHP_6488,EXPRESS AIR,2011-06-06
SHP_6489,EXPRESS AIR,2011-10-26
SHP_6490,REGULAR AIR,2011-10-28
SHP_6491,REGULAR AIR,2009-06-26
SHP_6492,REGULAR AIR,2011-07-14
SHP_6493,REGULAR AIR,2011-07-17
SHP_6494,REGULAR AIR,2011-12-19
SHP_6495,EXPRESS AIR,2009-10-20
SHP_6496,REGULAR AIR,2009-10-21
SHP_6497,EXPRESS AIR,2012-10-01
SHP_6498,REGULAR AIR,2012-09-09
SHP_6499,REGULAR AIR,2012-09-06
SHP_6500,REGULAR AIR,2010-01-03
SHP_6501,REGULAR AIR,2010-04-05
SHP_6502,REGULAR AIR,2010-04-06
SHP_6503,REGULAR AIR,2010-09-07
SHP_6504,DELIVERY TRUCK,2010-04-22
SHP_6505,REGULAR AIR,2010-04-24
SHP_6506,DELIVERY TRUCK,2010-04-20
SHP_6507,REGULAR AIR,2011-01-12
SHP_6508,REGULAR AIR,2009-12-27
SHP_6509,REGULAR AIR,2009-12-28
SHP_6510,REGULAR AIR,2009-05-03
SHP_6511,REGULAR AIR,2009-05-04
SHP_6512,EXPRESS AIR,2009-05-25
SHP_6513,REGULAR AIR,2011-09-04
SHP_6514,REGULAR AIR,2011-09-05
SHP_6515,REGULAR AIR,2011-04-18
SHP_6516,EXPRESS AIR,2011-12-18
SHP_6517,EXPRESS AIR,2011-12-19
SHP_6518,REGULAR AIR,2011-12-19
SHP_6519,REGULAR AIR,2009-09-23
SHP_6520,DELIVERY TRUCK,2009-09-25
SHP_6521,EXPRESS AIR,2011-05-05
SHP_6522,REGULAR AIR,2011-05-04
SHP_6523,REGULAR AIR,2010-09-22
SHP_6524,DELIVERY TRUCK,2012-07-23
SHP_6525,REGULAR AIR,2012-07-22
SHP_6526,REGULAR AIR,2009-03-09
SHP_6527,EXPRESS AIR,2009-03-04
SHP_6528,REGULAR AIR,2009-02-28
SHP_6529,REGULAR AIR,2012-09-16
SHP_6530,REGULAR AIR,2011-10-23
SHP_6531,REGULAR AIR,2009-11-04
SHP_6532,DELIVERY TRUCK,2009-08-16
SHP_6533,REGULAR AIR,2009-08-15
SHP_6534,REGULAR AIR,2010-10-14
SHP_6535,EXPRESS AIR,2010-10-16
SHP_6536,REGULAR AIR,2010-10-16
SHP_6537,REGULAR AIR,2010-10-15
SHP_6538,EXPRESS AIR,2010-08-12
SHP_6539,DELIVERY TRUCK,2010-01-13
SHP_6540,REGULAR AIR,2010-06-02
SHP_6541,REGULAR AIR,2010-05-28
SHP_6542,EXPRESS AIR,2011-10-07
SHP_6543,REGULAR AIR,2012-10-09
SHP_6544,REGULAR AIR,2012-10-11
SHP_6545,REGULAR AIR,2012-04-16
SHP_6546,DELIVERY TRUCK,2010-05-20
SHP_6547,REGULAR AIR,2010-05-17
SHP_6548,DELIVERY TRUCK,2011-05-13
SHP_6549,REGULAR AIR,2012-01-04
SHP_6550,REGULAR AIR,2012-08-29
SHP_6551,REGULAR AIR,2011-01-10
SHP_6552,REGULAR AIR,2012-06-14
SHP_6553,REGULAR AIR,2010-10-31
SHP_6554,REGULAR AIR,2009-02-27
SHP_6555,REGULAR AIR,2009-09-17
SHP_6556,REGULAR AIR,2012-10-05
SHP_6557,REGULAR AIR,2011-11-21
SHP_6558,EXPRESS AIR,2009-01-04
SHP_6559,REGULAR AIR,2009-01-02
SHP_6560,REGULAR AIR,2012-03-14
SHP_6561,REGULAR AIR,2010-01-07
SHP_6562,EXPRESS AIR,2012-03-25
SHP_6563,DELIVERY TRUCK,2012-03-25
SHP_6564,DELIVERY TRUCK,2012-03-24
SHP_6565,REGULAR AIR,2012-03-26
SHP_6566,DELIVERY TRUCK,2012-08-09
SHP_6567,REGULAR AIR,2009-04-24
SHP_6568,REGULAR AIR,2012-01-23
SHP_6569,REGULAR AIR,2012-06-04
SHP_6570,REGULAR AIR,2012-06-05
SHP_6571,REGULAR AIR,2009-09-12
SHP_6572,DELIVERY TRUCK,2009-04-10
SHP_6573,REGULAR AIR,2010-04-12
SHP_6574,EXPRESS AIR,2010-04-15
SHP_6575,DELIVERY TRUCK,2010-07-27
SHP_6576,REGULAR AIR,2012-04-21
SHP_6577,EXPRESS AIR,2009-05-01
SHP_6578,EXPRESS AIR,2009-05-02
SHP_6579,DELIVERY TRUCK,2010-04-15
SHP_6580,REGULAR AIR,2010-04-13
SHP_6581,REGULAR AIR,2010-04-15
SHP_6582,EXPRESS AIR,2009-08-04
SHP_6583,REGULAR AIR,2009-08-04
SHP_6584,DELIVERY TRUCK,2010-04-12
SHP_6585,REGULAR AIR,2012-06-10
SHP_6586,REGULAR AIR,2011-06-19
SHP_6587,REGULAR AIR,2010-07-26
SHP_6588,REGULAR AIR,2009-11-10
SHP_6589,REGULAR AIR,2009-03-28
SHP_6590,REGULAR AIR,2009-06-08
SHP_6591,REGULAR AIR,2009-06-09
SHP_6592,REGULAR AIR,2012-03-13
SHP_6593,REGULAR AIR,2011-12-31
SHP_6594,REGULAR AIR,2012-06-26
SHP_6595,REGULAR AIR,2010-07-05
SHP_6596,REGULAR AIR,2009-02-21
SHP_6597,EXPRESS AIR,2009-12-29
SHP_6598,REGULAR AIR,2009-06-08
SHP_6599,REGULAR AIR,2012-10-24
SHP_6600,DELIVERY TRUCK,2011-05-23
SHP_6601,REGULAR AIR,2010-07-29
SHP_6602,REGULAR AIR,2010-07-28
SHP_6603,REGULAR AIR,2010-09-08
SHP_6604,REGULAR AIR,2009-06-14
SHP_6605,REGULAR AIR,2009-06-13
SHP_6606,REGULAR AIR,2009-08-31
SHP_6607,DELIVERY TRUCK,2009-08-30
SHP_6608,REGULAR AIR,2009-08-30
SHP_6609,REGULAR AIR,2012-01-12
SHP_6610,REGULAR AIR,2009-08-16
SHP_6611,EXPRESS AIR,2010-10-13
SHP_6612,DELIVERY TRUCK,2009-12-17
SHP_6613,DELIVERY TRUCK,2011-07-24
SHP_6614,REGULAR AIR,2012-04-10
SHP_6615,REGULAR AIR,2010-05-26
SHP_6616,REGULAR AIR,2012-03-05
SHP_6617,REGULAR AIR,2012-12-17
SHP_6618,EXPRESS AIR,2009-10-13
SHP_6619,REGULAR AIR,2011-08-04
SHP_6620,EXPRESS AIR,2011-08-03
SHP_6621,REGULAR AIR,2011-12-06
SHP_6622,REGULAR AIR,2012-12-26
SHP_6623,REGULAR AIR,2011-08-30
SHP_6624,DELIVERY TRUCK,2010-05-05
SHP_6625,DELIVERY TRUCK,2009-02-16
SHP_6626,REGULAR AIR,2010-01-09
SHP_6627,REGULAR AIR,2011-03-12
SHP_6628,REGULAR AIR,2010-01-23
SHP_6629,EXPRESS AIR,2009-04-17
SHP_6630,DELIVERY TRUCK,2009-04-18
SHP_6631,REGULAR AIR,2012-05-14
SHP_6632,REGULAR AIR,2009-10-27
SHP_6633,DELIVERY TRUCK,2009-10-26
SHP_6634,REGULAR AIR,2009-10-25
SHP_6635,REGULAR AIR,2009-10-26
SHP_6636,DELIVERY TRUCK,2012-12-30
SHP_6637,EXPRESS AIR,2012-12-30
SHP_6638,EXPRESS AIR,2012-06-11
SHP_6639,REGULAR AIR,2010-06-08
SHP_6640,REGULAR AIR,2010-06-23
SHP_6641,DELIVERY TRUCK,2012-05-08
SHP_6642,REGULAR AIR,2010-02-24
SHP_6643,REGULAR AIR,2012-03-05
SHP_6644,REGULAR AIR,2012-03-03
SHP_6645,REGULAR AIR,2011-07-08
SHP_6646,REGULAR AIR,2011-09-04
SHP_6647,REGULAR AIR,2011-09-07
SHP_6648,DELIVERY TRUCK,2012-02-25
SHP_6649,REGULAR AIR,2012-02-18
SHP_6650,REGULAR AIR,2010-01-31
SHP_6651,REGULAR AIR,2010-02-01
SHP_6652,DELIVERY TRUCK,2010-10-04
SHP_6653,REGULAR AIR,2011-04-13
SHP_6654,REGULAR AIR,2011-04-12
SHP_6655,DELIVERY TRUCK,2010-09-11
SHP_6656,REGULAR AIR,2012-08-30
SHP_6657,REGULAR AIR,2011-11-04
SHP_6658,REGULAR AIR,2010-03-24
SHP_6659,REGULAR AIR,2011-10-29
SHP_6660,REGULAR AIR,2010-02-26
SHP_6661,REGULAR AIR,2010-09-27
SHP_6662,REGULAR AIR,2012-03-17
SHP_6663,REGULAR AIR,2012-07-20
SHP_6664,REGULAR AIR,2012-06-02
SHP_6665,DELIVERY TRUCK,2012-09-08
SHP_6666,REGULAR AIR,2012-10-24
SHP_6667,REGULAR AIR,2011-10-23
SHP_6668,REGULAR AIR,2010-04-17
SHP_6669,REGULAR AIR,2010-10-20
SHP_6670,REGULAR AIR,2010-10-23
SHP_6671,REGULAR AIR,2012-03-21
SHP_6672,EXPRESS AIR,2010-12-08
SHP_6673,REGULAR AIR,2010-03-05
SHP_6674,REGULAR AIR,2010-03-07
SHP_6675,REGULAR AIR,2010-12-14
SHP_6676,REGULAR AIR,2012-08-05
SHP_6677,REGULAR AIR,2011-07-14
SHP_6678,REGULAR AIR,2011-07-15
SHP_6679,REGULAR AIR,2009-04-14
SHP_6680,REGULAR AIR,2009-04-12
SHP_6681,DELIVERY TRUCK,2009-04-14
SHP_6682,REGULAR AIR,2010-04-11
SHP_6683,REGULAR AIR,2009-08-12
SHP_6684,EXPRESS AIR,2012-06-27
SHP_6685,REGULAR AIR,2012-06-26
SHP_6686,REGULAR AIR,2009-11-17
SHP_6687,REGULAR AIR,2009-11-19
SHP_6688,REGULAR AIR,2011-10-01
SHP_6689,REGULAR AIR,2011-10-03
SHP_6690,REGULAR AIR,2011-12-01
SHP_6691,DELIVERY TRUCK,2011-04-27
SHP_6692,DELIVERY TRUCK,2012-02-29
SHP_6693,REGULAR AIR,2012-03-03
SHP_6694,DELIVERY TRUCK,2009-02-15
SHP_6695,REGULAR AIR,2009-02-19
SHP_6696,REGULAR AIR,2011-11-22
SHP_6697,REGULAR AIR,2012-10-26
SHP_6698,REGULAR AIR,2012-10-18
SHP_6699,REGULAR AIR,2012-10-20
SHP_6700,REGULAR AIR,2012-05-30
SHP_6701,REGULAR AIR,2011-12-10
SHP_6702,REGULAR AIR,2010-07-25
SHP_6703,REGULAR AIR,2010-05-28
SHP_6704,REGULAR AIR,2010-05-29
SHP_6705,REGULAR AIR,2009-10-17
SHP_6706,REGULAR AIR,2010-01-12
SHP_6707,REGULAR AIR,2011-05-26
SHP_6708,REGULAR AIR,2009-08-08
SHP_6709,REGULAR AIR,2009-08-07
SHP_6710,REGULAR AIR,2011-05-15
SHP_6711,DELIVERY TRUCK,2009-03-17
SHP_6712,REGULAR AIR,2009-03-18
SHP_6713,EXPRESS AIR,2011-02-07
SHP_6714,REGULAR AIR,2010-08-09
SHP_6715,REGULAR AIR,2009-09-18
SHP_6716,REGULAR AIR,2011-07-14
SHP_6717,REGULAR AIR,2010-12-17
SHP_6718,REGULAR AIR,2012-08-19
SHP_6719,REGULAR AIR,2012-08-21
SHP_6720,REGULAR AIR,2011-09-06
SHP_6721,REGULAR AIR,2009-04-11
SHP_6722,REGULAR AIR,2012-08-31
SHP_6723,DELIVERY TRUCK,2012-08-30
SHP_6724,REGULAR AIR,2010-05-13
SHP_6725,REGULAR AIR,2010-05-12
SHP_6726,DELIVERY TRUCK,2011-07-02
SHP_6727,REGULAR AIR,2011-07-03
SHP_6728,DELIVERY TRUCK,2011-07-03
SHP_6729,REGULAR AIR,2010-10-31
SHP_6730,DELIVERY TRUCK,2010-12-21
SHP_6731,REGULAR AIR,2009-05-02
SHP_6732,REGULAR AIR,2010-11-13
SHP_6733,REGULAR AIR,2010-11-14
SHP_6734,EXPRESS AIR,2009-06-13
SHP_6735,EXPRESS AIR,2012-12-13
SHP_6736,REGULAR AIR,2012-12-13
SHP_6737,REGULAR AIR,2011-06-22
SHP_6738,REGULAR AIR,2011-06-23
SHP_6739,REGULAR AIR,2010-12-17
SHP_6740,EXPRESS AIR,2011-06-02
SHP_6741,REGULAR AIR,2011-06-02
SHP_6742,REGULAR AIR,2012-10-09
SHP_6743,DELIVERY TRUCK,2009-05-23
SHP_6744,DELIVERY TRUCK,2011-08-15
SHP_6745,DELIVERY TRUCK,2010-01-27
SHP_6746,REGULAR AIR,2010-01-26
SHP_6747,REGULAR AIR,2011-05-02
SHP_6748,REGULAR AIR,2010-07-17
SHP_6749,REGULAR AIR,2010-07-16
SHP_6750,DELIVERY TRUCK,2011-12-14
SHP_6751,REGULAR AIR,2011-12-15
SHP_6752,EXPRESS AIR,2011-12-15
SHP_6753,REGULAR AIR,2009-08-19
SHP_6754,DELIVERY TRUCK,2009-08-20
SHP_6755,EXPRESS AIR,2009-08-19
SHP_6756,REGULAR AIR,2009-08-20
SHP_6757,EXPRESS AIR,2009-10-31
SHP_6758,REGULAR AIR,2009-10-31
SHP_6759,REGULAR AIR,2009-10-30
SHP_6760,REGULAR AIR,2012-08-20
SHP_6761,EXPRESS AIR,2012-08-19
SHP_6762,REGULAR AIR,2010-05-30
SHP_6763,REGULAR AIR,2012-02-19
SHP_6764,REGULAR AIR,2011-05-21
SHP_6765,REGULAR AIR,2012-07-07
SHP_6766,REGULAR AIR,2009-10-24
SHP_6767,REGULAR AIR,2012-04-18
SHP_6768,REGULAR AIR,2012-04-22
