"ord_id","prioridade_pedidos","data_pedido"
Ord_2068,MEDIUM,2009-08-31
Ord_2069,HIGH,2012-10-14
Ord_2070,MEDIUM,2009-06-02
Ord_2071,HIGH,2009-06-29
Ord_2072,LOW,2010-06-28
Ord_2073,CRITICAL,2009-01-16
Ord_2074,NOT SPECIFIED,2010-10-28
Ord_2075,NOT SPECIFIED,2009-02-08
Ord_2076,CRITICAL,2011-11-09
Ord_2077,CRITICAL,2012-03-16
Ord_2078,CRITICAL,2009-09-30
Ord_2079,HIGH,2009-06-11
Ord_2080,LOW,2012-01-12
Ord_2081,NOT SPECIFIED,2010-03-24
Ord_2082,MEDIUM,2011-11-22
Ord_2083,MEDIUM,2009-05-28
Ord_2084,LOW,2011-06-25
Ord_2085,LOW,2010-04-05
Ord_2086,MEDIUM,2011-01-06
Ord_2087,LOW,2012-08-10
Ord_2088,NOT SPECIFIED,2009-12-23
Ord_2089,LOW,2012-08-09
Ord_2090,CRITICAL,2011-06-16
Ord_2091,NOT SPECIFIED,2009-03-17
Ord_2092,HIGH,2011-04-28
Ord_2093,LOW,2010-02-24
Ord_2094,CRITICAL,2009-09-11
Ord_2095,NOT SPECIFIED,2010-07-05
Ord_2096,LOW,2012-06-12
Ord_2097,HIGH,2010-03-27
Ord_2098,LOW,2010-03-03
Ord_2099,NOT SPECIFIED,2012-09-24
Ord_2100,NOT SPECIFIED,2010-04-23
Ord_2101,MEDIUM,2011-08-17
Ord_2102,HIGH,2011-04-18
Ord_2103,NOT SPECIFIED,2009-01-01
Ord_2104,HIGH,2011-05-09
Ord_2105,HIGH,2011-08-04
Ord_2106,NOT SPECIFIED,2012-06-26
Ord_2107,MEDIUM,2012-02-12
Ord_2108,NOT SPECIFIED,2011-08-04
Ord_2109,NOT SPECIFIED,2011-12-10
Ord_2110,MEDIUM,2011-02-24
Ord_2111,CRITICAL,2010-07-18
Ord_2112,NOT SPECIFIED,2011-12-06
Ord_2113,LOW,2012-02-27
Ord_2114,LOW,2009-10-04
Ord_2115,NOT SPECIFIED,2010-12-03
Ord_2116,HIGH,2012-02-27
Ord_2117,CRITICAL,2009-12-20
Ord_2118,LOW,2010-09-19
Ord_2119,MEDIUM,2010-05-07
Ord_2120,NOT SPECIFIED,2009-06-20
Ord_2121,MEDIUM,2009-03-13
Ord_2122,MEDIUM,2010-05-11
Ord_2123,MEDIUM,2011-01-03
Ord_2124,MEDIUM,2012-11-06
Ord_2125,HIGH,2011-11-22
Ord_2126,NOT SPECIFIED,2010-08-18
Ord_2127,MEDIUM,2011-02-06
Ord_2128,CRITICAL,2009-10-10
Ord_2129,HIGH,2012-02-07
Ord_2130,HIGH,2012-01-20
Ord_2131,MEDIUM,2011-10-03
Ord_2132,CRITICAL,2011-06-14
Ord_2133,CRITICAL,2009-06-22
Ord_2134,CRITICAL,2012-07-22
Ord_2135,HIGH,2011-01-06
Ord_2136,CRITICAL,2010-08-28
Ord_2137,LOW,2010-05-18
Ord_2138,LOW,2011-10-28
Ord_2139,NOT SPECIFIED,2011-11-19
Ord_2140,MEDIUM,2012-12-14
Ord_2141,MEDIUM,2011-12-19
Ord_2142,CRITICAL,2011-03-18
Ord_2143,HIGH,2012-05-31
Ord_2144,HIGH,2011-07-15
Ord_2145,HIGH,2010-06-14
Ord_2146,LOW,2011-06-06
Ord_2147,NOT SPECIFIED,2010-06-22
Ord_2148,CRITICAL,2012-02-01
Ord_2149,CRITICAL,2010-01-16
Ord_2150,HIGH,2009-08-14
Ord_2151,CRITICAL,2012-03-30
Ord_2152,LOW,2011-05-21
Ord_2153,MEDIUM,2010-04-17
Ord_2154,HIGH,2011-03-02
Ord_2155,NOT SPECIFIED,2010-10-06
Ord_2156,NOT SPECIFIED,2011-04-21
Ord_2157,LOW,2012-10-29
Ord_2158,LOW,2010-07-15
Ord_2159,MEDIUM,2012-01-23
Ord_2160,NOT SPECIFIED,2010-06-16
Ord_2161,CRITICAL,2010-06-19
Ord_2162,HIGH,2012-09-10
Ord_2163,CRITICAL,2009-01-12
Ord_2164,CRITICAL,2012-06-18
Ord_2165,HIGH,2010-05-26
Ord_2166,HIGH,2009-10-30
Ord_2167,NOT SPECIFIED,2009-08-22
Ord_2168,HIGH,2010-04-01
Ord_2169,MEDIUM,2010-05-12
Ord_2170,CRITICAL,2010-03-24
Ord_2171,LOW,2012-01-24
Ord_2172,CRITICAL,2011-12-02
Ord_2173,CRITICAL,2011-03-02
Ord_2174,HIGH,2011-09-11
Ord_2175,LOW,2010-07-25
Ord_2176,LOW,2010-07-13
Ord_2177,HIGH,2009-04-19
Ord_2178,NOT SPECIFIED,2011-05-23
Ord_2179,CRITICAL,2011-12-20
Ord_2180,MEDIUM,2012-02-05
Ord_2181,CRITICAL,2009-01-13
Ord_2182,CRITICAL,2010-12-11
Ord_2183,CRITICAL,2009-10-29
Ord_2184,NOT SPECIFIED,2012-04-08
Ord_2185,HIGH,2011-08-15
Ord_2186,HIGH,2012-02-11
Ord_2187,NOT SPECIFIED,2011-03-23
Ord_2188,HIGH,2009-05-23
Ord_2189,MEDIUM,2011-09-09
Ord_2190,CRITICAL,2011-03-08
Ord_2191,MEDIUM,2012-05-16
Ord_2192,HIGH,2009-09-29
Ord_2193,HIGH,2010-10-24
Ord_2194,MEDIUM,2009-07-06
Ord_2195,NOT SPECIFIED,2012-02-14
Ord_2196,NOT SPECIFIED,2010-11-14
Ord_2197,MEDIUM,2010-12-09
Ord_2198,HIGH,2012-10-07
Ord_2199,CRITICAL,2010-02-08
Ord_2200,HIGH,2010-10-30
Ord_2201,HIGH,2011-12-25
Ord_2202,LOW,2010-03-19
Ord_2203,NOT SPECIFIED,2011-12-14
Ord_2204,LOW,2009-09-21
Ord_2205,LOW,2009-12-27
Ord_2206,CRITICAL,2011-12-20
Ord_2207,MEDIUM,2011-12-25
Ord_2208,LOW,2010-11-24
Ord_2209,HIGH,2011-12-22
Ord_2210,NOT SPECIFIED,2011-09-14
Ord_2211,CRITICAL,2009-06-14
Ord_2212,NOT SPECIFIED,2009-06-15
Ord_2213,HIGH,2009-08-25
Ord_2214,NOT SPECIFIED,2011-12-30
Ord_2215,MEDIUM,2010-04-06
Ord_2216,LOW,2010-11-25
Ord_2217,NOT SPECIFIED,2010-08-11
Ord_2218,LOW,2012-02-15
Ord_2219,LOW,2010-06-04
Ord_2220,CRITICAL,2011-04-18
Ord_2221,MEDIUM,2012-02-10
Ord_2222,LOW,2009-10-01
Ord_2223,HIGH,2011-09-07
Ord_2224,NOT SPECIFIED,2009-12-19
Ord_2225,MEDIUM,2009-04-06
Ord_2226,LOW,2012-08-07
Ord_2227,NOT SPECIFIED,2009-12-08
Ord_2228,MEDIUM,2010-05-12
Ord_2229,CRITICAL,2011-03-26
Ord_2230,HIGH,2009-10-01
Ord_2231,LOW,2010-03-19
Ord_2232,HIGH,2012-10-27
Ord_2233,MEDIUM,2012-03-08
Ord_2234,CRITICAL,2012-01-18
Ord_2235,LOW,2011-06-12
Ord_2236,LOW,2011-08-24
Ord_2237,LOW,2012-04-03
Ord_2238,MEDIUM,2011-11-06
Ord_2239,NOT SPECIFIED,2009-09-01
Ord_2240,NOT SPECIFIED,2011-10-05
Ord_2241,HIGH,2010-01-25
Ord_2242,LOW,2010-05-20
Ord_2243,LOW,2012-07-02
Ord_2244,MEDIUM,2010-10-10
Ord_2245,CRITICAL,2011-09-22
Ord_2246,NOT SPECIFIED,2011-12-10
Ord_2247,LOW,2012-03-26
Ord_2248,LOW,2011-10-10
Ord_2249,MEDIUM,2012-10-21
Ord_2250,NOT SPECIFIED,2010-02-01
Ord_2251,LOW,2011-07-15
Ord_2252,CRITICAL,2009-04-13
Ord_2253,LOW,2011-01-02
Ord_2254,CRITICAL,2011-09-10
Ord_2255,NOT SPECIFIED,2010-06-29
Ord_2256,MEDIUM,2010-05-13
Ord_2257,LOW,2010-01-13
Ord_2258,MEDIUM,2012-04-24
Ord_2259,CRITICAL,2012-01-15
Ord_2260,CRITICAL,2012-05-17
Ord_2261,NOT SPECIFIED,2010-05-09
Ord_2262,LOW,2009-07-24
Ord_2263,MEDIUM,2012-05-27
Ord_2264,HIGH,2012-08-20
Ord_2265,MEDIUM,2012-09-09
Ord_2266,CRITICAL,2010-03-25
Ord_2267,CRITICAL,2012-04-12
Ord_2268,LOW,2011-02-25
Ord_2269,CRITICAL,2009-10-05
Ord_2270,HIGH,2009-05-20
Ord_2271,NOT SPECIFIED,2011-01-22
Ord_2272,MEDIUM,2012-04-23
Ord_2273,CRITICAL,2011-04-11
Ord_2274,CRITICAL,2011-03-04
Ord_2275,HIGH,2009-05-21
Ord_2276,NOT SPECIFIED,2011-05-04
Ord_2277,LOW,2012-10-30
Ord_2278,CRITICAL,2009-02-06
Ord_2279,CRITICAL,2010-07-23
Ord_2280,CRITICAL,2009-08-15
Ord_2281,CRITICAL,2011-09-19
Ord_2282,CRITICAL,2010-10-04
Ord_2283,NOT SPECIFIED,2011-01-29
Ord_2284,LOW,2011-08-26
Ord_2285,CRITICAL,2011-12-07
Ord_2286,HIGH,2012-09-15
Ord_2287,HIGH,2012-03-03
Ord_2288,LOW,2009-01-24
Ord_2289,CRITICAL,2010-08-03
Ord_2290,HIGH,2012-08-04
Ord_2291,HIGH,2012-09-06
Ord_2292,MEDIUM,2012-07-19
Ord_2293,CRITICAL,2012-01-10
Ord_2294,LOW,2009-11-23
Ord_2295,LOW,2011-04-28
Ord_2296,LOW,2011-07-27
Ord_2297,LOW,2011-03-21
Ord_2298,MEDIUM,2011-02-14
Ord_2299,HIGH,2011-01-06
Ord_2300,LOW,2012-02-19
Ord_2301,CRITICAL,2009-11-04
Ord_2302,NOT SPECIFIED,2011-11-24
Ord_2303,CRITICAL,2009-11-02
Ord_2304,MEDIUM,2011-08-26
Ord_2305,CRITICAL,2010-09-26
Ord_2306,CRITICAL,2009-05-26
Ord_2307,MEDIUM,2010-05-08
Ord_2308,LOW,2012-03-09
Ord_2309,LOW,2010-10-10
Ord_2310,NOT SPECIFIED,2010-07-31
Ord_2311,NOT SPECIFIED,2009-05-14
Ord_2312,CRITICAL,2012-01-10
Ord_2313,LOW,2010-07-03
Ord_2314,HIGH,2010-07-24
Ord_2315,HIGH,2009-12-17
Ord_2316,HIGH,2012-04-24
Ord_2317,LOW,2010-05-13
Ord_2318,CRITICAL,2009-07-11
Ord_2319,HIGH,2011-01-23
Ord_2320,HIGH,2011-03-22
Ord_2321,MEDIUM,2009-04-10
Ord_2322,NOT SPECIFIED,2009-08-15
Ord_2323,LOW,2009-05-28
Ord_2324,NOT SPECIFIED,2009-01-09
Ord_2325,CRITICAL,2010-12-13
Ord_2326,LOW,2010-12-17
Ord_2327,NOT SPECIFIED,2011-10-20
Ord_2328,CRITICAL,2010-08-07
Ord_2329,CRITICAL,2011-05-24
Ord_2330,NOT SPECIFIED,2009-01-05
Ord_2331,CRITICAL,2012-04-30
Ord_2332,NOT SPECIFIED,2010-03-01
Ord_2333,HIGH,2010-04-16
Ord_2334,CRITICAL,2009-04-08
Ord_2335,MEDIUM,2010-12-04
Ord_2336,NOT SPECIFIED,2011-07-15
Ord_2337,NOT SPECIFIED,2012-10-29
Ord_2338,MEDIUM,2009-01-07
Ord_2339,LOW,2012-01-29
Ord_2340,LOW,2012-04-10
Ord_2341,MEDIUM,2012-10-23
Ord_2342,HIGH,2010-12-04
Ord_2343,MEDIUM,2011-04-29
Ord_2344,CRITICAL,2010-05-25
Ord_2345,NOT SPECIFIED,2009-10-04
Ord_2346,MEDIUM,2010-05-06
Ord_2347,NOT SPECIFIED,2012-07-02
Ord_2348,NOT SPECIFIED,2011-04-13
Ord_2349,LOW,2012-01-05
Ord_2350,MEDIUM,2010-09-24
Ord_2351,MEDIUM,2011-02-15
Ord_2352,LOW,2010-03-28
Ord_2353,MEDIUM,2011-12-24
Ord_2354,LOW,2009-08-29
Ord_2355,MEDIUM,2010-02-08
Ord_2356,LOW,2010-12-28
Ord_2357,CRITICAL,2009-10-28
Ord_2358,LOW,2010-09-19
Ord_2359,MEDIUM,2012-08-23
Ord_2360,MEDIUM,2009-10-07
Ord_2361,NOT SPECIFIED,2010-03-05
Ord_2362,CRITICAL,2012-01-30
Ord_2363,NOT SPECIFIED,2011-01-19
Ord_2364,MEDIUM,2009-07-02
Ord_2365,NOT SPECIFIED,2012-02-07
Ord_2366,CRITICAL,2011-11-08
Ord_2367,CRITICAL,2009-04-08
Ord_2368,LOW,2011-10-05
Ord_2369,NOT SPECIFIED,2009-03-22
Ord_2370,HIGH,2010-05-23
Ord_2371,HIGH,2010-10-06
Ord_2372,LOW,2010-10-20
Ord_2373,NOT SPECIFIED,2012-12-01
Ord_2374,MEDIUM,2012-03-14
Ord_2375,MEDIUM,2011-11-17
Ord_2376,MEDIUM,2012-07-30
Ord_2377,CRITICAL,2010-09-03
Ord_2378,CRITICAL,2011-10-01
Ord_2379,LOW,2010-07-27
Ord_2380,NOT SPECIFIED,2012-04-25
Ord_2381,CRITICAL,2012-07-23
Ord_2382,NOT SPECIFIED,2010-07-14
Ord_2383,NOT SPECIFIED,2009-12-03
Ord_2384,HIGH,2012-06-29
Ord_2385,CRITICAL,2009-06-09
Ord_2386,NOT SPECIFIED,2011-09-15
Ord_2387,LOW,2011-08-11
Ord_2388,LOW,2011-09-22
Ord_2389,NOT SPECIFIED,2011-10-20
Ord_2390,MEDIUM,2010-12-20
Ord_2391,CRITICAL,2009-02-24
Ord_2392,HIGH,2011-09-19
Ord_2393,NOT SPECIFIED,2010-03-07
Ord_2394,MEDIUM,2009-10-20
Ord_2395,LOW,2011-08-08
Ord_2396,LOW,2010-12-26
Ord_2397,HIGH,2012-06-08
Ord_2398,CRITICAL,2011-02-28
Ord_2399,MEDIUM,2009-02-08
Ord_2400,CRITICAL,2012-09-19
Ord_2401,LOW,2011-10-25
Ord_2402,HIGH,2009-11-29
Ord_2403,CRITICAL,2010-01-20
Ord_2404,LOW,2011-02-03
Ord_2405,MEDIUM,2009-05-28
Ord_2406,LOW,2012-12-03
Ord_2407,MEDIUM,2012-09-23
Ord_2408,HIGH,2009-04-04
Ord_2409,CRITICAL,2010-11-09
Ord_2410,MEDIUM,2009-03-27
Ord_2411,MEDIUM,2009-08-16
Ord_2412,LOW,2010-01-10
Ord_2413,LOW,2010-07-16
Ord_2414,NOT SPECIFIED,2011-05-20
Ord_2415,LOW,2009-07-17
Ord_2416,NOT SPECIFIED,2009-08-07
Ord_2417,LOW,2012-07-16
Ord_2418,NOT SPECIFIED,2009-06-04
Ord_2419,MEDIUM,2012-03-17
Ord_2420,MEDIUM,2010-01-10
Ord_2421,CRITICAL,2011-04-28
Ord_2422,LOW,2012-09-02
Ord_2423,CRITICAL,2010-07-28
Ord_2424,CRITICAL,2012-06-19
Ord_2425,LOW,2009-12-30
Ord_2426,HIGH,2010-11-27
Ord_2427,MEDIUM,2012-03-18
Ord_2428,NOT SPECIFIED,2012-01-08
Ord_2429,MEDIUM,2010-12-30
Ord_2430,HIGH,2012-09-16
Ord_2431,MEDIUM,2011-12-07
Ord_2432,LOW,2012-12-27
Ord_2433,CRITICAL,2009-03-14
Ord_2434,HIGH,2009-04-21
Ord_2435,NOT SPECIFIED,2012-03-31
Ord_2436,MEDIUM,2012-12-29
Ord_2437,LOW,2010-08-16
Ord_2438,MEDIUM,2010-01-29
Ord_2439,MEDIUM,2009-12-28
Ord_2440,MEDIUM,2012-05-07
Ord_2441,NOT SPECIFIED,2010-09-14
Ord_2442,CRITICAL,2011-08-13
Ord_2443,LOW,2009-06-17
Ord_2444,MEDIUM,2011-12-02
Ord_2445,HIGH,2010-10-31
Ord_2446,LOW,2011-12-16
Ord_2447,LOW,2009-02-15
Ord_2448,LOW,2012-07-26
Ord_2449,HIGH,2012-08-24
Ord_2450,CRITICAL,2010-11-21
Ord_2451,HIGH,2009-03-12
Ord_2452,HIGH,2012-03-01
Ord_2453,NOT SPECIFIED,2012-07-16
Ord_2454,CRITICAL,2011-02-10
Ord_2455,LOW,2010-03-30
Ord_2456,LOW,2012-01-19
Ord_2457,NOT SPECIFIED,2012-11-03
Ord_2458,CRITICAL,2012-08-21
Ord_2459,CRITICAL,2012-10-17
Ord_2460,MEDIUM,2010-05-14
Ord_2461,LOW,2010-05-05
Ord_2462,LOW,2011-03-13
Ord_2463,MEDIUM,2011-02-07
Ord_2464,CRITICAL,2009-07-24
Ord_2465,HIGH,2010-08-09
Ord_2466,NOT SPECIFIED,2009-04-15
Ord_2467,MEDIUM,2010-06-07
Ord_2468,MEDIUM,2011-05-08
Ord_2469,HIGH,2012-10-16
Ord_2470,HIGH,2010-02-17
Ord_2471,MEDIUM,2009-12-02
Ord_2472,NOT SPECIFIED,2009-05-13
Ord_2473,NOT SPECIFIED,2009-10-08
Ord_2474,CRITICAL,2012-09-08
Ord_2475,LOW,2012-07-29
Ord_2476,CRITICAL,2012-03-04
Ord_2477,LOW,2011-09-09
Ord_2478,LOW,2009-01-21
Ord_2479,CRITICAL,2009-12-26
Ord_2480,NOT SPECIFIED,2012-02-08
Ord_2481,CRITICAL,2009-03-30
Ord_2482,HIGH,2010-01-24
Ord_2483,CRITICAL,2011-04-30
Ord_2484,NOT SPECIFIED,2009-11-08
Ord_2485,HIGH,2010-11-14
Ord_2486,CRITICAL,2009-12-11
Ord_2487,CRITICAL,2009-01-16
Ord_2488,NOT SPECIFIED,2009-05-25
Ord_2489,MEDIUM,2009-07-06
Ord_2490,NOT SPECIFIED,2011-03-05
Ord_2491,NOT SPECIFIED,2012-09-25
Ord_2492,CRITICAL,2011-04-05
Ord_2493,CRITICAL,2011-12-11
Ord_2494,NOT SPECIFIED,2011-11-13
Ord_2495,CRITICAL,2011-01-10
Ord_2496,LOW,2010-01-23
Ord_2497,LOW,2012-02-17
Ord_2498,MEDIUM,2009-11-12
Ord_2499,NOT SPECIFIED,2010-06-19
Ord_2500,CRITICAL,2012-11-10
Ord_2501,HIGH,2010-08-22
Ord_2502,CRITICAL,2012-09-16
Ord_2503,LOW,2009-07-03
Ord_2504,CRITICAL,2012-09-01
Ord_2505,MEDIUM,2010-03-03
Ord_2506,LOW,2010-11-01
Ord_2507,HIGH,2009-08-21
Ord_2508,LOW,2010-03-15
Ord_2509,CRITICAL,2012-07-18
Ord_2510,CRITICAL,2010-02-21
Ord_2511,HIGH,2012-01-11
Ord_2512,HIGH,2009-04-03
Ord_2513,NOT SPECIFIED,2009-09-15
Ord_2514,CRITICAL,2009-09-11
Ord_2515,MEDIUM,2009-09-29
Ord_2516,LOW,2012-04-27
Ord_2517,NOT SPECIFIED,2011-02-12
Ord_2518,NOT SPECIFIED,2009-12-31
Ord_2519,NOT SPECIFIED,2010-09-20
Ord_2520,MEDIUM,2012-03-29
Ord_2521,HIGH,2011-10-03
Ord_2522,CRITICAL,2011-12-10
Ord_2523,LOW,2010-01-11
Ord_2524,HIGH,2012-08-09
Ord_2525,NOT SPECIFIED,2012-12-13
Ord_2526,LOW,2009-08-06
Ord_2527,HIGH,2011-06-15
Ord_2528,CRITICAL,2010-08-23
Ord_2529,LOW,2011-02-10
Ord_2530,HIGH,2010-12-20
Ord_2531,LOW,2012-10-18
Ord_2532,HIGH,2010-09-17
Ord_2533,MEDIUM,2010-11-23
Ord_2534,HIGH,2012-04-16
Ord_2535,HIGH,2011-08-20
Ord_2536,LOW,2011-12-17
Ord_2537,HIGH,2009-04-24
Ord_2538,CRITICAL,2012-08-02
Ord_2539,LOW,2012-05-21
Ord_2540,NOT SPECIFIED,2010-07-27
Ord_2541,NOT SPECIFIED,2011-01-04
Ord_2542,HIGH,2012-04-29
Ord_2543,HIGH,2012-11-05
Ord_2544,LOW,2012-07-14
Ord_2545,CRITICAL,2010-10-29
Ord_2546,CRITICAL,2011-11-29
Ord_2547,NOT SPECIFIED,2010-03-31
Ord_2548,HIGH,2012-12-29
Ord_2549,LOW,2012-01-31
Ord_2550,NOT SPECIFIED,2011-11-01
Ord_2551,NOT SPECIFIED,2012-10-18
Ord_2552,LOW,2011-07-12
Ord_2553,CRITICAL,2011-10-04
Ord_2554,MEDIUM,2011-11-02
Ord_2555,CRITICAL,2011-09-19
Ord_2556,CRITICAL,2011-10-20
Ord_2557,LOW,2012-09-30
Ord_2558,NOT SPECIFIED,2010-06-30
Ord_2559,NOT SPECIFIED,2012-09-17
Ord_2560,CRITICAL,2009-05-28
Ord_2561,LOW,2012-02-11
Ord_2562,HIGH,2012-05-12
Ord_2563,HIGH,2010-02-03
Ord_2564,MEDIUM,2012-06-26
Ord_2565,LOW,2009-11-30
Ord_2566,MEDIUM,2011-01-21
Ord_2567,NOT SPECIFIED,2009-08-04
Ord_2568,NOT SPECIFIED,2009-05-22
Ord_2569,NOT SPECIFIED,2011-06-11
Ord_2570,MEDIUM,2009-03-24
Ord_2571,CRITICAL,2010-04-24
Ord_2572,HIGH,2012-03-02
Ord_2573,HIGH,2009-02-12
Ord_2574,HIGH,2009-12-28
Ord_2575,HIGH,2011-01-24
Ord_2576,LOW,2010-09-26
Ord_2577,HIGH,2011-04-30
Ord_2578,CRITICAL,2010-01-26
Ord_2579,CRITICAL,2011-01-04
Ord_2580,MEDIUM,2009-09-20
Ord_2581,LOW,2011-05-14
Ord_2582,NOT SPECIFIED,2011-09-18
Ord_2583,MEDIUM,2010-10-13
Ord_2584,HIGH,2009-05-07
Ord_2585,HIGH,2009-03-15
Ord_2586,MEDIUM,2010-11-29
Ord_2587,NOT SPECIFIED,2010-01-14
Ord_2588,CRITICAL,2010-08-19
Ord_2589,CRITICAL,2012-09-04
Ord_2590,HIGH,2009-04-02
Ord_2591,NOT SPECIFIED,2012-02-06
Ord_2592,NOT SPECIFIED,2012-09-15
Ord_2593,HIGH,2011-10-02
Ord_2594,MEDIUM,2010-12-07
Ord_2595,MEDIUM,2011-01-03
Ord_2596,HIGH,2009-01-08
Ord_2597,CRITICAL,2011-10-22
Ord_2598,LOW,2011-10-24
Ord_2599,CRITICAL,2009-05-09
Ord_2600,NOT SPECIFIED,2010-05-24
Ord_2601,LOW,2011-02-11
Ord_2602,HIGH,2011-08-11
Ord_2603,NOT SPECIFIED,2010-10-08
Ord_2604,LOW,2009-11-17
Ord_2605,MEDIUM,2011-06-03
Ord_2606,NOT SPECIFIED,2012-02-07
Ord_2607,HIGH,2011-09-06
Ord_2608,HIGH,2011-01-29
Ord_2609,NOT SPECIFIED,2010-03-07
Ord_2610,LOW,2010-02-27
Ord_2611,HIGH,2009-10-11
Ord_2612,CRITICAL,2010-06-25
Ord_2613,LOW,2012-05-04
Ord_2614,MEDIUM,2011-01-17
Ord_2615,CRITICAL,2012-03-30
Ord_2616,CRITICAL,2012-02-09
Ord_2617,CRITICAL,2012-07-21
Ord_2618,NOT SPECIFIED,2012-07-31
Ord_2619,MEDIUM,2012-09-09
Ord_2620,CRITICAL,2011-05-11
Ord_2621,MEDIUM,2009-07-07
Ord_2622,LOW,2009-05-24
Ord_2623,NOT SPECIFIED,2010-04-22
Ord_2624,HIGH,2010-03-07
Ord_2625,MEDIUM,2010-11-07
Ord_2626,CRITICAL,2010-01-29
Ord_2627,HIGH,2010-01-08
Ord_2628,HIGH,2011-09-30
Ord_2629,LOW,2009-10-17
Ord_2630,CRITICAL,2011-08-16
Ord_2631,HIGH,2010-01-05
Ord_2632,LOW,2010-04-28
Ord_2633,HIGH,2010-11-09
Ord_2634,CRITICAL,2010-03-21
Ord_2635,MEDIUM,2012-05-11
Ord_2636,HIGH,2009-03-19
Ord_2637,NOT SPECIFIED,2012-06-15
Ord_2638,CRITICAL,2009-01-19
Ord_2639,MEDIUM,2012-07-21
Ord_2640,LOW,2010-09-25
Ord_2641,MEDIUM,2009-08-25
Ord_2642,LOW,2012-07-10
Ord_2643,MEDIUM,2010-09-10
Ord_2644,LOW,2010-07-27
Ord_2645,CRITICAL,2011-02-11
Ord_2646,HIGH,2010-04-15
Ord_2647,CRITICAL,2011-04-30
Ord_2648,CRITICAL,2012-05-03
Ord_2649,CRITICAL,2009-02-02
Ord_2650,HIGH,2011-12-22
Ord_2651,NOT SPECIFIED,2009-08-31
Ord_2652,CRITICAL,2012-05-25
Ord_2653,HIGH,2011-03-05
Ord_2654,LOW,2010-04-12
Ord_2655,MEDIUM,2011-07-28
Ord_2656,NOT SPECIFIED,2012-10-28
Ord_2657,HIGH,2012-10-15
Ord_2658,LOW,2012-12-06
Ord_2659,LOW,2012-05-06
Ord_2660,HIGH,2009-06-05
Ord_2661,NOT SPECIFIED,2010-06-10
Ord_2662,CRITICAL,2010-06-29
Ord_2663,HIGH,2009-05-24
Ord_2664,HIGH,2010-04-29
Ord_2665,LOW,2012-06-06
Ord_2666,MEDIUM,2012-04-29
Ord_2667,NOT SPECIFIED,2011-05-07
Ord_2668,CRITICAL,2010-10-30
Ord_2669,CRITICAL,2012-10-15
Ord_2670,CRITICAL,2012-04-24
Ord_2671,MEDIUM,2012-07-30
Ord_2672,HIGH,2009-03-21
Ord_2673,MEDIUM,2009-10-21
Ord_2674,CRITICAL,2010-03-06
Ord_2675,CRITICAL,2012-08-05
Ord_2676,NOT SPECIFIED,2012-09-30
Ord_2677,LOW,2012-02-08
Ord_2678,HIGH,2010-09-24
Ord_2679,LOW,2011-09-05
Ord_2680,NOT SPECIFIED,2011-03-04
Ord_2681,MEDIUM,2010-09-02
Ord_2682,CRITICAL,2009-03-13
Ord_2683,MEDIUM,2010-08-01
Ord_2684,MEDIUM,2012-08-06
Ord_2685,LOW,2011-12-03
Ord_2686,MEDIUM,2011-11-18
Ord_2687,LOW,2012-02-09
Ord_2688,NOT SPECIFIED,2010-06-03
Ord_2689,NOT SPECIFIED,2009-12-04
Ord_2690,LOW,2010-09-07
Ord_2691,NOT SPECIFIED,2012-09-01
Ord_2692,LOW,2012-07-16
Ord_2693,CRITICAL,2011-03-24
Ord_2694,MEDIUM,2009-11-25
Ord_2695,MEDIUM,2012-07-25
Ord_2696,LOW,2009-01-16
Ord_2697,LOW,2010-11-29
Ord_2698,MEDIUM,2010-07-25
Ord_2699,HIGH,2009-01-21
Ord_2700,LOW,2012-08-18
Ord_2701,HIGH,2011-07-31
Ord_2702,LOW,2010-07-20
Ord_2703,HIGH,2010-07-23
Ord_2704,CRITICAL,2011-03-31
Ord_2705,CRITICAL,2010-10-24
Ord_2706,HIGH,2012-05-22
Ord_2707,HIGH,2011-12-02
Ord_2708,CRITICAL,2012-06-19
Ord_2709,CRITICAL,2010-10-04
Ord_2710,MEDIUM,2010-04-01
Ord_2711,LOW,2010-08-30
Ord_2712,LOW,2010-08-24
Ord_2713,LOW,2010-03-25
Ord_2714,LOW,2010-06-13
Ord_2715,HIGH,2012-10-23
Ord_2716,CRITICAL,2012-09-13
Ord_2717,LOW,2009-11-30
Ord_2718,NOT SPECIFIED,2012-01-27
Ord_2719,NOT SPECIFIED,2010-03-01
Ord_2720,NOT SPECIFIED,2009-06-25
Ord_2721,LOW,2012-07-11
Ord_2722,CRITICAL,2009-11-03
Ord_2723,HIGH,2012-02-18
Ord_2724,HIGH,2010-08-03
Ord_2725,NOT SPECIFIED,2010-10-29
Ord_2726,LOW,2010-04-20
Ord_2727,LOW,2010-12-12
Ord_2728,HIGH,2011-06-10
Ord_2729,HIGH,2011-04-03
Ord_2730,MEDIUM,2010-07-15
Ord_2731,CRITICAL,2011-08-17
Ord_2732,CRITICAL,2009-04-28
Ord_2733,HIGH,2012-07-17
Ord_2734,MEDIUM,2009-09-17
Ord_2735,CRITICAL,2009-11-29
Ord_2736,LOW,2009-06-23
Ord_2737,LOW,2009-05-03
Ord_2738,NOT SPECIFIED,2009-05-02
Ord_2739,NOT SPECIFIED,2009-02-02
Ord_2740,LOW,2011-02-24
Ord_2741,LOW,2012-02-04
Ord_2742,LOW,2009-06-30
